BioSample_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	isolate_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	geo_loc_name_s	host_s	source_s
SAMN03270544	P00583	Jan 09, 2015	762	516	SRR1749167	SRS802239	P00583	25-Jul-2013	city	subway	metal	P00583	40.74 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270545	P00584	Jan 09, 2015	614	245	SRR1749168	SRS802242	P00584	25-Jul-2013	city	subway	wood	P00584	40.73 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270546	P00585	Jan 09, 2015	713	491	SRR1749169	SRS802241	P00585	25-Jul-2013	city	subway	metal	P00585	40.73 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270547	P00586	Jan 09, 2015	438	173	SRR1749170	SRS802240	P00586	25-Jul-2013	city	subway	wood	P00586	40.73 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270548	P00587	Jan 09, 2015	776	527	SRR1749171	SRS802243	P00587	25-Jul-2013	city	subway	wood	P00587	40.73 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270549	P00588	Jan 09, 2015	716	285	SRR1749172	SRS802244	P00588	25-Jul-2013	city	subway	metal	P00588	40.72 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270550	P00589	Jan 09, 2015	675	457	SRR1749173	SRS802246	P00589	25-Jul-2013	city	subway	metal	P00589	40.72 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270551	P00590	Jan 09, 2015	643	251	SRR1749174	SRS802247	P00590	25-Jul-2013	city	subway	wood	P00590	40.72 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270552	P00591	Jan 09, 2015	687	465	SRR1749175	SRS802245	P00591	25-Jul-2013	city	subway	wood	P00591	40.72 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270553	P00592	Jan 09, 2015	783	526	SRR1749176	SRS802249	P00592	25-Jul-2013	city	subway	metal	P00592	40.71 N 74.00 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270554	P00593	Jan 09, 2015	665	266	SRR1749177	SRS802248	P00593	25-Jul-2013	city	subway	metal	P00593	40.71 N 74.00 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270555	P00594	Jan 09, 2015	743	296	SRR1749178	SRS802250	P00594	25-Jul-2013	city	subway	metal	P00594	40.72 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270556	P00595	Jan 09, 2015	690	278	SRR1749179	SRS802251	P00595	25-Jul-2013	city	subway	metal	P00595	40.72 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270557	P00596	Jan 09, 2015	679	270	SRR1749180	SRS802253	P00596	25-Jul-2013	city	subway	metal	P00596	40.75 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270558	P00597	Jan 09, 2015	937	634	SRR1749181	SRS802255	P00597	25-Jul-2013	city	subway	metal	P00597	40.75 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270559	P00598	Jan 09, 2015	825	555	SRR1749182	SRS802254	P00598	25-Jul-2013	city	subway	metal/plastic	P00598	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270560	P00599	Jan 09, 2015	733	291	SRR1749183	SRS802252	P00599	25-Jul-2013	city	subway	metal	P00599	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270561	P00600	Jan 09, 2015	439	176	SRR1749184	SRS802257	P00600	25-Jul-2013	city	subway	wood	P00600	40.77 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270562	P00601	Jan 09, 2015	982	657	SRR1749185	SRS802256	P00601	25-Jul-2013	city	subway	metal	P00601	40.77 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270563	P00602	Jan 09, 2015	822	328	SRR1749186	SRS802259	P00602	25-Jul-2013	city	subway	metal	P00602	40.77 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270564	P00603	Jan 09, 2015	1130	763	SRR1749187	SRS802258	P00603	25-Jul-2013	city	subway	metal	P00603	40.77 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270565	P00604	Jan 09, 2015	1290	874	SRR1749188	SRS802260	P00604	25-Jul-2013	city	subway	wood	P00604	40.78 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270566	P00605	Jan 09, 2015	759	300	SRR1749189	SRS802261	P00605	25-Jul-2013	city	subway	metal	P00605	40.78 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270567	P00606	Jan 09, 2015	1135	757	SRR1749190	SRS802263	P00606	25-Jul-2013	city	subway	metal/plastic	P00606	40.79 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270568	P00607	Jan 09, 2015	662	447	SRR1749191	SRS802264	P00607	25-Jul-2013	city	subway	wood	P00607	40.79 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270569	P00608	Jan 09, 2015	751	298	SRR1749192	SRS802262	P00608	25-Jul-2013	city	subway	wood	P00608	40.79 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270570	P00609	Jan 09, 2015	591	402	SRR1749193	SRS802265	P00609	25-Jul-2013	city	subway	metal	P00609	40.79 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270571	P00610	Jan 09, 2015	684	460	SRR1749194	SRS802266	P00610	25-Jul-2013	city	subway	metal	P00610	40.79 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270572	P00611	Jan 09, 2015	747	297	SRR1749195	SRS802267	P00611	25-Jul-2013	city	subway	wood	P00611	40.79 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270573	P00612	Jan 09, 2015	818	322	SRR1749196	SRS802269	P00612	25-Jul-2013	city	subway	metal	P00612	40.80 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270574	P00613	Jan 09, 2015	580	394	SRR1749197	SRS802270	P00613	25-Jul-2013	city	subway	metal	P00613	40.80 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270575	P00614	Jan 09, 2015	758	513	SRR1749198	SRS802268	P00614	25-Jul-2013	city	subway	metal	P00614	40.81 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270576	P00615	Jan 09, 2015	591	234	SRR1749199	SRS802271	P00615	25-Jul-2013	city	subway	metal	P00615	40.81 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270577	P00616	Jan 09, 2015	668	450	SRR1749200	SRS802272	P00616	25-Jul-2013	city	subway	wood	P00616	40.80 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270578	P00617	Jan 09, 2015	639	252	SRR1749201	SRS802273	P00617	25-Jul-2013	city	subway	wood	P00617	40.80 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270579	P00618	Jan 09, 2015	576	231	SRR1749202	SRS802274	P00618	25-Jul-2013	city	subway	metal	P00618	40.80 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270580	P00619	Jan 09, 2015	734	293	SRR1749203	SRS802279	P00619	25-Jul-2013	city	subway	metal	P00619	40.80 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270581	P00620	Jan 09, 2015	592	235	SRR1749204	SRS802275	P00620	25-Jul-2013	city	subway	metal	P00620	40.80 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270582	P00621	Jan 09, 2015	592	236	SRR1749205	SRS802276	P00621	25-Jul-2013	city	subway	metal	P00621	40.80 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270583	P00622	Jan 09, 2015	683	273	SRR1749206	SRS802278	P00622	25-Jul-2013	city	subway	metal	P00622	40.80 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270584	P00623	Jan 09, 2015	729	289	SRR1749207	SRS802277	P00623	25-Jul-2013	city	subway	metal	P00623	40.81 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270585	P00624	Jan 09, 2015	648	256	SRR1749208	SRS802281	P00624	25-Jul-2013	city	subway	metal	P00624	40.80 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270586	P00625	Jan 09, 2015	754	300	SRR1749209	SRS802282	P00625	25-Jul-2013	city	subway	metal	P00625	40.81 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270587	P00626	Jan 09, 2015	657	263	SRR1749210	SRS802280	P00626	25-Jul-2013	city	subway	metal	P00626	40.83 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270588	P00627	Jan 09, 2015	653	260	SRR1749211	SRS802284	P00627	25-Jul-2013	city	subway	metal	P00627	40.83 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270589	P00628	Jan 09, 2015	681	273	SRR1749212	SRS802286	P00628	25-Jul-2013	city	subway	metal	P00628	40.83 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270590	P00629	Jan 09, 2015	744	498	SRR1749213	SRS802285	P00629	25-Jul-2013	city	subway	wood	P00629	40.83 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270591	P00630	Jan 22, 2015	761	297	SRR1749214	SRS802283	P00630	25-Jul-2013	city	subway	metal	P00630	40.83 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270592	P00631	Jan 14, 2015	849	333	SRR1749215	SRS802288	P00631	25-Jul-2013	city	subway	metal	P00631	40.83 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270593	P00632	Jan 14, 2015	764	305	SRR1749216	SRS802287	P00632	25-Jul-2013	city	subway	metal/plastic	P00632	40.83 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270594	P00633	Jan 09, 2015	872	587	SRR1749217	SRS802291	P00633	25-Jul-2013	city	subway	metal/plastic	P00633	40.83 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270595	P00634	Jan 27, 2015	825	322	SRR1749218	SRS802289	P00634	25-Jul-2013	city	subway	metal	P00634	40.83 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270596	P00635	Jan 27, 2015	645	253	SRR1749219	SRS802290	P00635	25-Jul-2013	city	subway	metal	P00635	40.83 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270597	P00636	Jan 27, 2015	918	601	SRR1749220	SRS802292	P00636	25-Jul-2013	city	subway	wood	P00636	40.81 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270598	P00637	Jan 27, 2015	670	260	SRR1749221	SRS802293	P00637	25-Jul-2013	city	subway	metal	P00637	40.81 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270599	P00638	Jan 27, 2015	656	257	SRR1749222	SRS802294	P00638	25-Jul-2013	city	subway	metal/plastic	P00638	40.81 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270600	P00639	Jan 27, 2015	769	298	SRR1749223	SRS802297	P00639	25-Jul-2013	city	subway	metal/plastic	P00639	40.81 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270601	P00640	Jan 27, 2015	1090	718	SRR1749224	SRS802295	P00640	25-Jul-2013	city	subway	metal/plastic	P00640	40.80 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270602	P00641	Jan 27, 2015	931	361	SRR1749225	SRS802296	P00641	25-Jul-2013	city	subway	wood	P00641	40.80 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270603	P00642	Jan 27, 2015	765	297	SRR1749226	SRS802299	P00642	25-Jul-2013	city	subway	metal/plastic	P00642	40.80 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270604	P00643	Jan 27, 2015	949	369	SRR1749227	SRS802298	P00643	25-Jul-2013	city	subway	metal/plastic	P00643	40.79 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270605	P00644	Jan 27, 2015	1081	704	SRR1749228	SRS802300	P00644	25-Jul-2013	city	subway	wood	P00644	40.79 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270606	P00645	Jan 27, 2015	560	218	SRR1749229	SRS802301	P00645	25-Jul-2013	city	subway	metal/plastic	P00645	40.79 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270607	P00646	Jan 27, 2015	650	252	SRR1749230	SRS802302	P00646	25-Jul-2013	city	subway	metal	P00646	40.79 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270608	P00647	Jan 27, 2015	541	211	SRR1749231	SRS802306	P00647	25-Jul-2013	city	subway	metal/plastic	P00647	40.78 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270609	P00648	Jan 09, 2015	1146	767	SRR1749232	SRS802303	P00648	25-Jul-2013	city	subway	wood	P00648	40.78 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270610	P00649	Jan 09, 2015	376	149	SRR1749233	SRS802304	P00649	25-Jul-2013	city	subway	metal/plastic	P00649	40.78 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270611	P00650	Jan 09, 2015	671	268	SRR1749234	SRS802305	P00650	25-Jul-2013	city	subway	metal	P00650	40.78 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270612	P00651	Jan 09, 2015	773	310	SRR1749235	SRS802307	P00651	25-Jul-2013	city	subway	wood	P00651	40.77 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270613	P00652	Jan 09, 2015	723	291	SRR1749236	SRS802308	P00652	25-Jul-2013	city	subway	metal	P00652	40.77 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270614	P00653	Jan 09, 2015	962	645	SRR1749237	SRS802309	P00653	25-Jul-2013	city	subway	metal/plastic	P00653	40.77 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270615	P00654	Jan 09, 2015	707	282	SRR1749238	SRS802310	P00654	25-Jul-2013	city	subway	metal	P00654	40.77 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270616	P00655	Jan 09, 2015	786	527	SRR1749239	SRS802311	P00655	29-Jul-2013	city	subway	wood	P00655	40.86 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270617	P00656	Jan 09, 2015	602	239	SRR1749240	SRS802312	P00656	29-Jul-2013	city	subway	n/a	P00656	40.86 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
